added_route_id,trip_id
743,54993895
741,54993896
742,54993896
743,54993896
741,54993897
742,54993897
743,54993897
741,54993898
742,54993898
743,54993898
741,54993907
742,54993907
743,54993907
741,54994186
742,54994186
743,54994186
741,54994187
742,54994187
743,54994187
741,54994190
742,54994190
743,54994190
741,54994192
742,54994192
743,54994192
741,54994194
742,54994194
743,54994194
741,54994196
742,54994196
743,54994196
741,54994197
742,54994197
743,54994197
741,54994199
742,54994199
743,54994199
741,54994202
742,54994202
743,54994202
741,54994204
742,54994204
743,54994204
741,54994207
742,54994207
743,54994207
741,54994208
742,54994208
743,54994208
741,54994210
742,54994210
743,54994210
741,54994212
742,54994212
743,54994212
741,54994214
742,54994214
743,54994214
741,54994216
742,54994216
743,54994216
741,54994218
742,54994218
743,54994218
741,54994220
742,54994220
743,54994220
741,54994222
742,54994222
743,54994222
741,54994224
742,54994224
743,54994224
741,54994226
742,54994226
743,54994226
741,54994228
742,54994228
743,54994228
741,54994230
742,54994230
743,54994230
741,54994232
742,54994232
743,54994232
741,54994345
742,54994345
743,54994345
741,54994346
742,54994346
743,54994346
741,54994347
742,54994347
743,54994347
741,54994348
742,54994348
743,54994348
741,54994349
742,54994349
743,54994349
741,54709170
742,54709170
743,54709170
741,54709179
742,54709179
743,54709179
741,54709180
742,54709180
743,54709180
741,54709181
742,54709181
743,54709181
741,54709182
742,54709182
743,54709182
741,54709183
742,54709183
743,54709183
741,54709184
742,54709184
743,54709184
741,54709185
742,54709185
743,54709185
741,54709186
742,54709186
743,54709186
741,54709187
742,54709187
743,54709187
741,54709188
742,54709188
743,54709188
741,54709189
742,54709189
743,54709189
741,54709190
742,54709190
743,54709190
741,54709191
742,54709191
743,54709191
741,54709196
742,54709196
743,54709196
741,54709204
742,54709204
743,54709204
741,54709208
742,54709208
743,54709208
741,54709210
742,54709210
743,54709210
741,54709211
742,54709211
743,54709211
741,54709218
742,54709218
743,54709218
741,54709223
742,54709223
743,54709223
741,54709227
742,54709227
743,54709227
741,54709229
742,54709229
743,54709229
741,54709236
742,54709236
743,54709236
741,54709241
742,54709241
743,54709241
741,54709246
742,54709246
743,54709246
741,54709250
742,54709250
743,54709250
741,54709320
742,54709320
743,54709320
741,54709323
742,54709323
743,54709323
741,54709324
742,54709324
743,54709324
741,54709325
742,54709325
743,54709325
741,54710106
742,54710106
743,54710106
741,54710171
742,54710171
743,54710171
741,54710176
742,54710176
743,54710176
741,54710199
742,54710199
743,54710199
741,54710228
742,54710228
743,54710228
741,54710231
742,54710231
743,54710231
741,54710255
742,54710255
743,54710255
741,54710285
742,54710285
743,54710285
741,54710339
742,54710339
743,54710339
741,54710345
742,54710345
743,54710345
741,54711235
742,54711235
743,54711235
741,54711237
742,54711237
743,54711237
741,54711239
742,54711239
743,54711239
741,54711241
742,54711241
743,54711241
741,54711243
742,54711243
743,54711243
741,54711245
742,54711245
743,54711245
741,54711247
742,54711247
743,54711247
741,54711249
742,54711249
743,54711249
741,54711251
742,54711251
743,54711251
741,54711253
742,54711253
743,54711253
741,54711255
742,54711255
743,54711255
741,54711257
742,54711257
743,54711257
741,54711259
742,54711259
743,54711259
741,54711261
742,54711261
743,54711261
741,54711263
742,54711263
743,54711263
741,54711265
742,54711265
743,54711265
741,54711267
742,54711267
743,54711267
741,54711269
742,54711269
743,54711269
741,54711271
742,54711271
743,54711271
741,54711273
742,54711273
743,54711273
741,54711275
742,54711275
743,54711275
741,54711277
742,54711277
743,54711277
741,54711279
742,54711279
743,54711279
741,54711281
742,54711281
743,54711281
741,54711283
742,54711283
743,54711283
741,54711285
742,54711285
743,54711285
741,54711287
742,54711287
743,54711287
741,54711288
742,54711288
743,54711288
741,54711291
742,54711291
743,54711291
741,54711293
742,54711293
743,54711293
741,54711295
742,54711295
743,54711295
741,54711297
742,54711297
743,54711297
741,54711298
742,54711298
743,54711298
741,54711553
742,54711553
743,54711553
741,54711555
742,54711555
743,54711555
741,54711559
742,54711559
743,54711559
741,54711560
742,54711560
743,54711560
741,54711561
742,54711561
743,54711561
741,54711562
742,54711562
743,54711562
741,54711563
742,54711563
743,54711563
741,54711576
742,54711576
743,54711576
741,54711805
742,54711805
743,54711805
741,54711806
742,54711806
743,54711806
741,54711808
742,54711808
743,54711808
741,54711813
742,54711813
743,54711813
741,54711815
742,54711815
743,54711815
741,54711895
742,54711895
743,54711895
741,54711899
742,54711899
743,54711899
741,54991011
742,54991011
743,54991011
741,54991019
742,54991019
743,54991019
741,54991020
742,54991020
743,54991020
741,54991047
742,54991047
743,54991047
741,54991059
742,54991059
743,54991059
741,54991075
742,54991075
743,54991075
741,54991118
742,54991118
743,54991118
741,54991150
742,54991150
743,54991150
741,54991156
742,54991156
743,54991156
741,54991211
742,54991211
743,54991211
741,54991995
742,54991995
743,54991995
741,54991996
742,54991996
743,54991996
741,54991997
742,54991997
743,54991997
741,54991998
742,54991998
743,54991998
741,54991999
742,54991999
743,54991999
741,54992000
742,54992000
743,54992000
741,54992009
742,54992009
743,54992009
741,54992284
742,54992284
743,54992284
741,54992285
742,54992285
743,54992285
741,54992288
742,54992288
743,54992288
741,54992290
742,54992290
743,54992290
741,54992292
742,54992292
743,54992292
741,54992294
742,54992294
743,54992294
741,54992295
742,54992295
743,54992295
741,54992297
742,54992297
743,54992297
741,54992300
742,54992300
743,54992300
741,54992302
742,54992302
743,54992302
741,54992305
742,54992305
743,54992305
741,54992306
742,54992306
743,54992306
741,54992308
742,54992308
743,54992308
741,54992310
742,54992310
743,54992310
741,54992312
742,54992312
743,54992312
741,54992314
742,54992314
743,54992314
741,54992316
742,54992316
743,54992316
741,54992318
742,54992318
743,54992318
741,54992320
742,54992320
743,54992320
741,54992322
742,54992322
743,54992322
741,54992324
742,54992324
743,54992324
741,54992326
742,54992326
743,54992326
741,54992328
742,54992328
743,54992328
741,54992330
742,54992330
743,54992330
741,54992441
742,54992441
743,54992441
741,54992442
742,54992442
743,54992442
741,54992443
742,54992443
743,54992443
741,54992444
742,54992444
743,54992444
741,54992445
742,54992445
743,54992445
741,55008213
742,55008213
743,55008213
741,55008215
742,55008215
743,55008215
741,55008222
742,55008222
743,55008222
741,55008280
742,55008280
743,55008280
741,55008327
742,55008327
743,55008327
741,55008332
742,55008332
743,55008332
741,55008334
742,55008334
743,55008334
741,55008335
742,55008335
743,55008335
741,55008338
742,55008338
743,55008338
741,55008340
742,55008340
743,55008340
741,55008344
742,55008344
743,55008344
741,55008346
742,55008346
743,55008346
741,55008347
742,55008347
743,55008347
741,55008352
742,55008352
743,55008352
741,55008355
742,55008355
743,55008355
741,55008359
742,55008359
743,55008359
741,55008365
742,55008365
743,55008365
741,55008377
742,55008377
743,55008377
741,55008382
742,55008382
743,55008382
741,55008384
742,55008384
743,55008384
741,55008399
742,55008399
743,55008399
741,55008402
742,55008402
743,55008402
741,55008405
742,55008405
743,55008405
741,55008415
742,55008415
743,55008415
741,55008439
742,55008439
743,55008439
741,55008442
742,55008442
743,55008442
741,55008492
742,55008492
743,55008492
741,55008495
742,55008495
743,55008495
741,55008496
742,55008496
743,55008496
741,55008506
742,55008506
743,55008506
741,55008551
742,55008551
743,55008551
741,55008554
742,55008554
743,55008554
741,55008555
742,55008555
743,55008555
741,55008556
742,55008556
743,55008556
741,55008559
742,55008559
743,55008559
741,55008561
742,55008561
743,55008561
741,55008772
742,55008772
743,55008772
741,55008791
742,55008791
743,55008791
741,55008814
742,55008814
743,55008814
741,55008835
742,55008835
743,55008835
741,55008878
742,55008878
743,55008878
741,55008912
742,55008912
743,55008912
741,55008929
742,55008929
743,55008929
741,55008994
742,55008994
743,55008994
741,55009040
742,55009040
743,55009040
741,55009079
742,55009079
743,55009079
741,54992875
742,54992875
743,54992875
741,54992892
742,54992892
743,54992892
741,54992896
742,54992896
743,54992896
741,54992912
742,54992912
743,54992912
741,54992923
742,54992923
743,54992923
741,54992943
742,54992943
743,54992943
741,54992947
742,54992947
743,54992947
741,54992958
742,54992958
743,54992958
741,54992980
742,54992980
743,54992980
741,54992991
742,54992991
743,54992991
741,54993011
742,54993011
743,54993011
741,54993024
742,54993024
743,54993024
741,54993047
742,54993047
743,54993047
741,54993062
742,54993062
743,54993062
741,54993089
742,54993089
743,54993089
741,54993108
742,54993108
743,54993108
741,54993190
742,54993190
743,54993190
741,54993191
742,54993191
743,54993191
741,54993885
742,54993885
743,54993885
741,54993886
742,54993886
743,54993886
741,54993887
742,54993887
743,54993887
741,54993888
742,54993888
743,54993888
741,54993889
742,54993889
743,54993889
741,54993890
742,54993890
743,54993890
741,54993891
742,54993891
743,54993891
741,54993892
742,54993892
743,54993892
741,54993921
742,54993921
743,54993921
741,54994188
742,54994188
743,54994188
741,54994189
742,54994189
743,54994189
741,54994191
742,54994191
743,54994191
741,54994193
742,54994193
743,54994193
741,54994195
742,54994195
743,54994195
741,54994198
742,54994198
743,54994198
741,54994200
742,54994200
743,54994200
741,54994201
742,54994201
743,54994201
741,54994203
742,54994203
743,54994203
741,54994205
742,54994205
743,54994205
741,54994209
742,54994209
743,54994209
741,54994211
742,54994211
743,54994211
741,54994213
742,54994213
743,54994213
741,54994215
742,54994215
743,54994215
741,54994217
742,54994217
743,54994217
741,54994219
742,54994219
743,54994219
741,54994221
742,54994221
743,54994221
741,54994223
742,54994223
743,54994223
741,54994225
742,54994225
743,54994225
741,54994227
742,54994227
743,54994227
741,54994229
742,54994229
743,54994229
741,54994231
742,54994231
743,54994231
741,54994338
742,54994338
743,54994338
741,54994339
742,54994339
743,54994339
741,54994340
742,54994340
743,54994340
741,54994341
742,54994341
743,54994341
741,54994342
742,54994342
743,54994342
741,54994343
742,54994343
743,54994343
741,54994344
742,54994344
743,54994344
741,54709047
742,54709047
743,54709047
741,54709050
742,54709050
743,54709050
741,54709054
742,54709054
743,54709054
741,54709145
742,54709145
743,54709145
741,54709164
742,54709164
743,54709164
741,54709165
742,54709165
743,54709165
741,54709166
742,54709166
743,54709166
741,54709167
742,54709167
743,54709167
741,54709168
742,54709168
743,54709168
741,54709169
742,54709169
743,54709169
741,54709171
742,54709171
743,54709171
741,54709172
742,54709172
743,54709172
741,54709173
742,54709173
743,54709173
741,54709174
742,54709174
743,54709174
741,54709175
742,54709175
743,54709175
741,54709176
742,54709176
743,54709176
741,54709177
742,54709177
743,54709177
741,54709178
742,54709178
743,54709178
741,54709195
742,54709195
743,54709195
741,54709198
742,54709198
743,54709198
741,54709203
742,54709203
743,54709203
741,54709209
742,54709209
743,54709209
741,54709217
742,54709217
743,54709217
741,54709221
742,54709221
743,54709221
741,54709222
742,54709222
743,54709222
741,54709228
742,54709228
743,54709228
741,54709237
742,54709237
743,54709237
741,54709242
742,54709242
743,54709242
741,54709247
742,54709247
743,54709247
741,54709251
742,54709251
743,54709251
741,54709322
742,54709322
743,54709322
741,54709326
742,54709326
743,54709326
741,54709933
742,54709933
743,54709933
741,54709953
742,54709953
743,54709953
741,54709954
742,54709954
743,54709954
741,54710110
742,54710110
743,54710110
741,54710113
742,54710113
743,54710113
741,54710123
742,54710123
743,54710123
741,54710135
742,54710135
743,54710135
741,54710184
742,54710184
743,54710184
741,54710211
742,54710211
743,54710211
741,54710225
742,54710225
743,54710225
741,54710229
742,54710229
743,54710229
741,54710230
742,54710230
743,54710230
741,54710243
742,54710243
743,54710243
741,54710264
742,54710264
743,54710264
741,54710287
742,54710287
743,54710287
741,54711236
742,54711236
743,54711236
741,54711238
742,54711238
743,54711238
741,54711240
742,54711240
743,54711240
741,54711242
742,54711242
743,54711242
741,54711244
742,54711244
743,54711244
741,54711246
742,54711246
743,54711246
741,54711248
742,54711248
743,54711248
741,54711250
742,54711250
743,54711250
741,54711252
742,54711252
743,54711252
741,54711254
742,54711254
743,54711254
741,54711256
742,54711256
743,54711256
741,54711258
742,54711258
743,54711258
741,54711260
742,54711260
743,54711260
741,54711262
742,54711262
743,54711262
741,54711264
742,54711264
743,54711264
741,54711266
742,54711266
743,54711266
741,54711268
742,54711268
743,54711268
741,54711270
742,54711270
743,54711270
741,54711272
742,54711272
743,54711272
741,54711274
742,54711274
743,54711274
741,54711276
742,54711276
743,54711276
741,54711278
742,54711278
743,54711278
741,54711280
742,54711280
743,54711280
741,54711282
742,54711282
743,54711282
741,54711284
742,54711284
743,54711284
741,54711286
742,54711286
743,54711286
741,54711289
742,54711289
743,54711289
741,54711290
742,54711290
743,54711290
741,54711292
742,54711292
743,54711292
741,54711294
742,54711294
743,54711294
741,54711296
742,54711296
743,54711296
741,54711299
742,54711299
743,54711299
741,54711551
742,54711551
743,54711551
741,54711552
742,54711552
743,54711552
741,54711554
742,54711554
743,54711554
741,54711556
742,54711556
743,54711556
741,54711557
742,54711557
743,54711557
741,54711558
742,54711558
743,54711558
741,54711566
742,54711566
743,54711566
741,54711722
742,54711722
743,54711722
741,54711723
742,54711723
743,54711723
741,54711726
742,54711726
743,54711726
741,54711741
742,54711741
743,54711741
741,54711763
742,54711763
743,54711763
741,54711811
742,54711811
743,54711811
741,54711812
742,54711812
743,54711812
741,54711823
742,54711823
743,54711823
741,54711845
742,54711845
743,54711845
741,54711876
742,54711876
743,54711876
741,54711901
742,54711901
743,54711901
741,54711902
742,54711902
743,54711902
741,54990977
742,54990977
743,54990977
741,54990994
742,54990994
743,54990994
741,54990998
742,54990998
743,54990998
741,54991014
742,54991014
743,54991014
741,54991025
742,54991025
743,54991025
741,54991045
742,54991045
743,54991045
741,54991049
742,54991049
743,54991049
741,54991060
742,54991060
743,54991060
741,54991082
742,54991082
743,54991082
741,54991093
742,54991093
743,54991093
741,54991113
742,54991113
743,54991113
741,54991126
742,54991126
743,54991126
741,54991149
742,54991149
743,54991149
741,54991164
742,54991164
743,54991164
741,54991191
742,54991191
743,54991191
741,54991210
742,54991210
743,54991210
741,54991292
742,54991292
743,54991292
741,54991293
742,54991293
743,54991293
741,54991987
742,54991987
743,54991987
741,54991988
742,54991988
743,54991988
741,54991989
742,54991989
743,54991989
741,54991990
742,54991990
743,54991990
741,54991991
742,54991991
743,54991991
741,54991992
742,54991992
743,54991992
741,54991993
742,54991993
743,54991993
741,54991994
742,54991994
743,54991994
741,54992023
742,54992023
743,54992023
741,54992286
742,54992286
743,54992286
741,54992287
742,54992287
743,54992287
741,54992289
742,54992289
743,54992289
741,54992291
742,54992291
743,54992291
741,54992293
742,54992293
743,54992293
741,54992296
742,54992296
743,54992296
741,54992298
742,54992298
743,54992298
741,54992299
742,54992299
743,54992299
741,54992301
742,54992301
743,54992301
741,54992303
742,54992303
743,54992303
741,54992307
742,54992307
743,54992307
741,54992309
742,54992309
743,54992309
741,54992311
742,54992311
743,54992311
741,54992313
742,54992313
743,54992313
741,54992315
742,54992315
743,54992315
741,54992317
742,54992317
743,54992317
741,54992319
742,54992319
743,54992319
741,54992321
742,54992321
743,54992321
741,54992323
742,54992323
743,54992323
741,54992325
742,54992325
743,54992325
741,54992327
742,54992327
743,54992327
741,54992329
742,54992329
743,54992329
741,54992434
742,54992434
743,54992434
741,54992435
742,54992435
743,54992435
741,54992436
742,54992436
743,54992436
741,54992437
742,54992437
743,54992437
741,54992438
742,54992438
743,54992438
741,54992439
742,54992439
743,54992439
741,54992440
742,54992440
743,54992440
741,55008175
742,55008175
743,55008175
741,55008211
742,55008211
743,55008211
741,55008214
742,55008214
743,55008214
741,55008216
742,55008216
743,55008216
741,55008217
742,55008217
743,55008217
741,55008255
742,55008255
743,55008255
741,55008277
742,55008277
743,55008277
741,55008295
742,55008295
743,55008295
741,55008304
742,55008304
743,55008304
741,55008320
742,55008320
743,55008320
741,55008333
742,55008333
743,55008333
741,55008336
742,55008336
743,55008336
741,55008337
742,55008337
743,55008337
741,55008339
742,55008339
743,55008339
741,55008342
742,55008342
743,55008342
741,55008343
742,55008343
743,55008343
741,55008345
742,55008345
743,55008345
741,55008349
742,55008349
743,55008349
741,55008351
742,55008351
743,55008351
741,55008353
742,55008353
743,55008353
741,55008354
742,55008354
743,55008354
741,55008379
742,55008379
743,55008379
741,55008393
742,55008393
743,55008393
741,55008400
742,55008400
743,55008400
741,55008403
742,55008403
743,55008403
741,55008404
742,55008404
743,55008404
741,55008408
742,55008408
743,55008408
741,55008411
742,55008411
743,55008411
741,55008424
742,55008424
743,55008424
741,55008436
742,55008436
743,55008436
741,55008452
742,55008452
743,55008452
741,55008489
742,55008489
743,55008489
741,55008490
742,55008490
743,55008490
741,55008493
742,55008493
743,55008493
741,55008494
742,55008494
743,55008494
741,55008497
742,55008497
743,55008497
741,55008512
742,55008512
743,55008512
741,55008517
742,55008517
743,55008517
741,55008520
742,55008520
743,55008520
741,55008540
742,55008540
743,55008540
741,55008552
742,55008552
743,55008552
741,55008553
742,55008553
743,55008553
741,55008557
742,55008557
743,55008557
741,55008714
742,55008714
743,55008714
741,55008737
742,55008737
743,55008737
741,55008751
742,55008751
743,55008751
741,55008768
742,55008768
743,55008768
741,55008806
742,55008806
743,55008806
741,55008837
742,55008837
743,55008837
741,55008898
742,55008898
743,55008898
741,55008922
742,55008922
743,55008922
741,55008990
742,55008990
743,55008990
741,55008997
742,55008997
743,55008997
741,55009062
742,55009062
743,55009062
741,55009070
742,55009070
743,55009070
741,55009076
742,55009076
743,55009076
741,55009091
742,55009091
743,55009091
89,54933422
93,54933422
89,55003957
93,55003957
89,54922515
93,54922515
89,54933424
93,54933424
89,54938348
93,54938348
89,54925181
93,54925181
34,54407923_1
32,54407923_2
39,54407930_1
39,54407930_2
39,54407931_1
39,54407931_2
36,54407950_1
34,54407950_2
38,54407951_1
37,54407951_2
37,54407952_1
34,54407952_2
39,54407953_1
38,54407953_2
39,54407954_1
38,54407954_2
39,54407955_1
39,54407955_2
39,54407956_1
39,54407956_2
39,54407957_1
39,54407957_2
21,54407958_1
21,54407958_2
23,54407959_1
22,54407959_2
202,54810459_1
201,54810459_2
202,54810460_1
19,54810460_2
23,54810639_1
22,54810639_2
10,54812149_1
16,54812149_2
202,54812720_1
201,54812720_2
8,54812722_1
8,54812722_2
66,54812722_2
66,54812722_3
19,54812727_1
19,54812727_2
66,54812780_1
66,54812780_2
57,54812780_2
57,54812780_3
66,54812781_1
57,54812781_2
19,54814382_1
19,54814382_2
19,54814383_1
19,54814383_2
32,54814562_1
23,54814562_2
10,54816072_1
16,54816072_2
202,54816643_1
201,54816643_2
8,54816645_1
66,54816645_2
8,54816645_2
66,54816645_3
19,54816650_1
19,54816650_2
66,54816703_1
57,54816703_2
66,54816703_2
57,54816703_3
66,54816704_1
57,54816704_2
202,54832092_1
201,54832092_2
57,54832096_1
39,54832096_2
CR-Needham,CR-574049-839
CR-Fairmount,CR-573719-731
CR-Kingston,CR-555179-2021
CR-Kingston,CR-554831-1021
CR-Kingston,CR-554524-031
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-05:08:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-05:38:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-06:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-06:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-07:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-07:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-08:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-08:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-09:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-09:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-10:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-10:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-11:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-11:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-12:10:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-12:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-13:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-13:41:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-14:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-14:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-15:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-15:43:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-16:13:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-16:40:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-17:07:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-17:35:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-18:15:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-18:46:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-19:16:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-20:15:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-20:55:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-21:30:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-21:58:00
CR-Newburyport,CR-NewburyportLynnShuttleWinter-Weekday-0-23:06:00
