trip_id,trip_property_id,value
53364301-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364301-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364302-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364302-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364303-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364303-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364304-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364304-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364305-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364305-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364306-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364306-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364307-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364307-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364308-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364308-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364309-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364309-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364310-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364310-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364311-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364311-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364312-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364312-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364313-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364313-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364314-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364314-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364315-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364315-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364316-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364316-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364317-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364317-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364318-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364318-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364319-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364319-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364320-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364320-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364321-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364321-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364322-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364322-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364323-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364323-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364324-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364324-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364325-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364325-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364326-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364326-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364327-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364327-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364328-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364328-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364329-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364329-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364330-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364330-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364331-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364331-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364332-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364332-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364333-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364333-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364334-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364334-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364335-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364335-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364336-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364336-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364337-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364337-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364338-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364338-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364339-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364339-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364340-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364340-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364341-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364341-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364342-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364342-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53364343-BUS42022-hbc42l31-Saturday-02,note,Does not run during school vacation
53364343-BUS42022-hbc42l31-Saturday-02,trip_type,supplemental
53383271-BUS42022-hbs42L31-Saturday-02,note,Does not run during school vacation
53383271-BUS42022-hbs42L31-Saturday-02,trip_type,supplemental
53383272-BUS42022-hbs42L31-Saturday-02,note,Does not run during school vacation
53383272-BUS42022-hbs42L31-Saturday-02,trip_type,supplemental
53385770-BUS42022-hbs42sp1-Weekday-02,note,Does not run during school vacation
53385770-BUS42022-hbs42sp1-Weekday-02,trip_type,supplemental
53385771-BUS42022-hbs42sp1-Weekday-02,note,Does not run during school vacation
53385771-BUS42022-hbs42sp1-Weekday-02,trip_type,supplemental
53403316-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403316-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403317-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403317-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403318-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403318-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403319-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403319-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403320-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403320-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403321-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403321-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403322-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403322-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403323-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403323-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403324-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403324-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403325-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403325-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403326-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403326-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403327-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403327-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403328-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403328-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403329-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403329-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403330-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403330-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403331-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403331-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403332-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403332-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403333-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403333-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403334-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403334-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403335-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403335-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403336-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403336-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53403337-BUS42022-hbl42011-Weekday-02,note,Does not run during school vacation
53403337-BUS42022-hbl42011-Weekday-02,trip_type,supplemental
53410505-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410505-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410554-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410554-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410555-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410555-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410556-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410556-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410557-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410557-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410558-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410558-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410585-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410585-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410727-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410727-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410876-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410876-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53410892-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53410892-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53411222-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53411222-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53411223-BUS42022-hbq42011-Weekday-02,note,Does not run during school vacation
53411223-BUS42022-hbq42011-Weekday-02,trip_type,supplemental
53416610-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416610-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416659-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416659-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416660-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416660-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416661-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416661-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416662-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416662-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416663-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416663-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416664-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416664-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416665-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416665-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416666-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416666-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416667-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416667-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416668-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416668-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53416669-BUS42022-hbq42l31-Saturday-02,note,Does not run during school vacation
53416669-BUS42022-hbq42l31-Saturday-02,trip_type,supplemental
53423604-BUS42022-hbs42sw1-Weekday-02,note,Does not run during school vacation
53423604-BUS42022-hbs42sw1-Weekday-02,trip_type,supplemental
53423605-BUS42022-hbs42sw1-Weekday-02,note,Does not run during school vacation
53423605-BUS42022-hbs42sw1-Weekday-02,trip_type,supplemental
53435191-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435191-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435192-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435192-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435193-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435193-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435277-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435277-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435278-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435278-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435312-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435312-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435373-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435373-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435404-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435404-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435405-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435405-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435406-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435406-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435545-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435545-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435546-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435546-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435606-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435606-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435664-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435664-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435665-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435665-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53435666-BUS42022-hbf42011-Weekday-02,note,Does not run during school vacation
53435666-BUS42022-hbf42011-Weekday-02,trip_type,supplemental
53436986-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53436986-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53436987-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53436987-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53436988-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53436988-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53436989-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53436989-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53436990-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53436990-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53436991-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53436991-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53437144-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53437144-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53437286-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53437286-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53437291-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53437291-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53437467-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53437467-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53437468-BUS42022-hbg42011-Weekday-02,note,Does not run during school vacation
53437468-BUS42022-hbg42011-Weekday-02,trip_type,supplemental
53445870-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445870-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445871-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445871-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445872-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445872-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445873-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445873-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445874-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445874-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445875-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445875-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445876-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445876-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445877-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445877-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445878-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445878-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445879-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445879-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445880-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445880-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445881-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445881-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445882-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445882-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445883-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445883-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445884-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445884-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445885-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445885-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445886-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445886-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445887-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445887-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445888-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445888-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445889-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445889-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445890-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445890-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53445891-BUS42022-hbl42l31-Saturday-02,note,Does not run during school vacation
53445891-BUS42022-hbl42l31-Saturday-02,trip_type,supplemental
53492462-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492462-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492463-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492463-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492464-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492464-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492465-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492465-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492466-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492466-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492467-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492467-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492468-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492468-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492469-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492469-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492470-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492470-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492471-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492471-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492472-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492472-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492473-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492473-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492474-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492474-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492475-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492475-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492476-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492476-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53492477-BUS42022-hbf42l31-Saturday-02,note,Does not run during school vacation
53492477-BUS42022-hbf42l31-Saturday-02,trip_type,supplemental
53495434-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495434-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495435-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495435-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495436-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495436-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495437-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495437-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495438-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495438-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495439-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495439-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495440-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495440-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495441-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495441-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495442-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495442-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53495443-BUS42022-hbg42l31-Saturday-02,note,Does not run during school vacation
53495443-BUS42022-hbg42l31-Saturday-02,trip_type,supplemental
53527317-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527317-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527318-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527318-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527319-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527319-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527320-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527320-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527321-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527321-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527322-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527322-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527323-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527323-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527324-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527324-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527325-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527325-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527326-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527326-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527327-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527327-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527328-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527328-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527329-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527329-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527330-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527330-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527331-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527331-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527332-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527332-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527333-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527333-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527334-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527334-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527335-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527335-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527336-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527336-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527337-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527337-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527338-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527338-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527339-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527339-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527340-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527340-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527341-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527341-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527342-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527342-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527343-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527343-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527344-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527344-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527345-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527345-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527346-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527346-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
53527347-BUS42022-hbb42L31-Saturday-02,note,Does not run during school vacation
53527347-BUS42022-hbb42L31-Saturday-02,trip_type,supplemental
